-2.49052,19.9253,0.00476677
-2.49052,19.9258,0.00186138
-2.49052,19.9263,0.00191321
-2.49052,19.9268,0.00199789
-2.49052,19.9273,0.0020055
-2.49052,19.9278,0.00199482
-2.49052,19.9283,0.00200029
-2.49052,19.9288,0.00199888
-2.49052,19.9292,0.0019992
-2.455,19.6456,0.00201289
-2.38709,19.1028,0.00206638
-2.38709,19.1034,0.00250138
-2.38709,19.1041,0.00292533
-2.38709,19.1047,0.00250367
-2.38709,19.1052,0.00199284
-2.38709,19.1057,0.00199862
-2.38709,19.1062,0.0019992
-2.38709,19.1066,0.00199722
-2.38709,19.1071,0.00201086
-2.38709,19.1076,0.00199534
-2.38709,19.1081,0.00199873
-2.38709,19.1085,0.00200144
-2.38709,19.109,0.00199795
-2.38709,19.1095,0.00200519
-2.38709,19.11,0.00199378
-2.38709,19.1105,0.00200263
-2.38709,19.1109,0.00199883
-2.38709,19.1114,0.00205498
-2.38709,19.1119,0.00198763
-2.38709,19.1124,0.00195862
-2.37371,19.0058,0.00200414
-2.2359,17.9037,0.00199586
-2.2359,17.9042,0.00199935
-2.2359,17.9047,0.0025094
-2.2359,17.9053,0.00249018
-2.2359,17.9057,0.00205477
-2.2359,17.9062,0.00194487
-2.2359,17.9066,0.00200685
-2.2359,17.9071,0.00199545
-2.2359,17.9075,0.00187217
-2.2359,17.9079,0.0020005
-2.2359,17.9084,0.00200154
-2.2359,17.909,0.00263997
-2.2359,17.9095,0.00235883
-2.2359,17.91,0.00203143
-2.2359,17.9104,0.00199763
-2.2359,17.9108,0.00197112
-2.2359,17.9113,0.00200508
-2.2359,17.9117,0.0019944
-2.2359,17.9122,0.00199987
-2.2359,17.9126,0.0019993
-1.85211,14.8427,0.00200295
-1.33726,10.7242,0.00200805
-1.33726,10.7245,0.00199128
-1.33726,10.7247,0.00199789
-1.33726,10.725,0.00199972
-1.33726,10.7254,0.00263617
-1.33726,10.7257,0.00236627
-1.33726,10.7259,0.00199805
-1.33726,10.7262,0.0020006
-1.33726,10.7265,0.00205383
-1.33726,10.7267,0.00195076
-1.33726,10.727,0.00209409
-1.33726,10.7273,0.00190763
-1.33726,10.7275,0.00199383
-1.33726,10.7278,0.00199873
-1.33726,10.7281,0.00200675
-1.33726,10.7283,0.0019944
-1.33726,10.7286,0.00199675
-1.33726,10.7289,0.00200175
-1.33726,10.7292,0.00200107
-1.33726,10.7294,0.00200727
-0.520256,4.19348,0.00199935
-0.520256,4.19358,0.00199086
-0.520256,4.19369,0.00200138
-0.520256,4.19379,0.00199977
-0.520256,4.1939,0.00200446
-0.520256,4.194,0.00199253
-0.520256,4.1941,0.00200237
-0.520256,4.19421,0.00200263
-0.520256,4.19432,0.00208362
-0.520256,4.19442,0.00192461
-0.520256,4.19452,0.00199107
-0.520256,4.19462,0.0019968
-0.520256,4.19473,0.00199737
-0.520256,4.19483,0.00200357
-0.520256,4.19494,0.00200638
-0.520256,4.19504,0.00199539
-0.520256,4.19514,0.0019982
-0.520256,4.19525,0.00199873
-0.520256,4.19539,0.00263091
-0.520256,4.19551,0.0023744
-0.520256,4.19561,0.00199706
-0.147462,0.894574,0.00200446
0.046783,-0.0796908,0.00199571
0.046783,-0.0796937,0.00263377
0.046783,-0.0796963,0.00236857
0.046783,-0.0796986,0.00208378
0.046783,-0.0797007,0.001918
0.046783,-0.0797036,0.00262169
0.046783,-0.0797062,0.00237857
0.046783,-0.0797084,0.00199477
0.046783,-0.0797105,0.00199972
0.046783,-0.0797127,0.00199727
0.046783,-0.0797149,0.00200123
0.046783,-0.0797171,0.00200508
0.046783,-0.0797193,0.0019969
0.046783,-0.0797215,0.00199977
0.046783,-0.0797237,0.00199935
0.046783,-0.0797259,0.0019992
0.046783,-0.0797281,0.00200519
0.046783,-0.0797303,0.00205133
0.046783,-0.0797324,0.00194539
0.140529,-0.76648,0.00200409
0.297263,-2.34479,0.00202576
0.297263,-2.34487,0.00265268
0.297263,-2.34496,0.00294924
0.297263,-2.34503,0.00236737
0.297263,-2.34509,0.00199617
0.297263,-2.34515,0.00200748
0.297263,-2.34521,0.0019967
0.297263,-2.34527,0.00199873
0.297263,-2.34533,0.00200003
0.297263,-2.34539,0.00199966
0.297263,-2.34545,0.00200492
0.297263,-2.3455,0.00199242
0.297263,-2.34556,0.00200263
0.297263,-2.34562,0.00199972
0.297263,-2.34568,0.00199956
0.297263,-2.34574,0.00200638
0.297263,-2.3458,0.00199362
0.297263,-2.34586,0.00201789
0.297263,-2.34592,0.0020294
0.297263,-2.34598,0.0019581
0.315714,-2.49373,0.00475781
0.376009,-2.97619,0.00231226
0.376009,-2.97628,0.00255914
0.376009,-2.9764,0.003082
0.376009,-2.97648,0.00229153
0.376009,-2.97656,0.00199347
0.376009,-2.97666,0.00262575
0.376009,-2.97675,0.0023795
0.376009,-2.97682,0.00199331
0.376009,-2.9769,0.00199753
0.376009,-2.97697,0.00199998
0.376009,-2.97705,0.00204018
0.376009,-2.97712,0.00199675
0.376009,-2.9772,0.00201394
0.376009,-2.97727,0.0019555
0.376009,-2.97735,0.00199878
0.376009,-2.97742,0.00199784
0.376009,-2.9775,0.0020069
0.376009,-2.97757,0.00199383
0.343148,-2.71476,0.00224919
0.343148,-2.71482,0.0017456
0.343148,-2.71489,0.00225352
0.343148,-2.71496,0.00200716
0.343148,-2.71502,0.00174363
0.343148,-2.7151,0.00225003
0.343148,-2.71517,0.00199664
0.343148,-2.71524,0.00200409
0.343148,-2.71531,0.00200466
0.343148,-2.71537,0.00199503
0.343148,-2.71544,0.00200018
0.343148,-2.71551,0.00202341
0.343148,-2.71558,0.00199951
0.343148,-2.71565,0.00198399
0.343148,-2.71572,0.00199409
0.343148,-2.71579,0.00199555
0.343148,-2.71585,0.00200269
0.343148,-2.71592,0.00200154
0.343148,-2.71599,0.00200357
0.343148,-2.71606,0.00199373
0.343148,-2.71613,0.00199909
0.323166,-2.55634,0.00200555
0.265122,-2.09205,0.00199399
0.265122,-2.0921,0.00201269
0.265122,-2.09216,0.0023719
0.265122,-2.09223,0.00261789
0.265122,-2.09229,0.00237799
0.265122,-2.09236,0.00262622
0.265122,-2.09242,0.00203081
0.265122,-2.09247,0.00199914
0.265122,-2.09252,0.00196643
0.265122,-2.09259,0.00238529
0.265122,-2.09266,0.00261315
0.265122,-2.09271,0.00200091
0.265122,-2.09276,0.0019993
0.265122,-2.09282,0.00238091
0.265122,-2.09289,0.0026208
0.265122,-2.09295,0.00199935
0.265122,-2.093,0.00199821
0.265122,-2.09305,0.0020005
0.253323,-1.99871,0.00200482
0.204568,-1.60871,0.0020043
0.204568,-1.60875,0.00186706
0.204568,-1.6088,0.002502
0.204568,-1.60886,0.00300497
0.204568,-1.60892,0.00259138
0.204568,-1.60895,0.00190284
0.204568,-1.609,0.00212331
0.204568,-1.60904,0.0018755
0.204568,-1.60908,0.00212393
0.204568,-1.60912,0.00200446
0.204568,-1.60916,0.00199383
0.204568,-1.6092,0.00200112
0.204568,-1.60924,0.00187185
0.204568,-1.60928,0.002003
0.204568,-1.60932,0.002008
0.204568,-1.60936,0.00199289
0.204568,-1.60941,0.00205539
0.204568,-1.60945,0.00194456
0.204568,-1.60949,0.0019994
0.204568,-1.60953,0.00212909
0.183377,-1.32035,0.00200539
0.156355,-0.956811,0.00202284
0.156355,-0.956836,0.00200893
0.156355,-0.956876,0.00334892
0.156355,-0.956908,0.00261039
0.156355,-0.956933,0.00199623
0.156355,-0.956957,0.00200263
0.156355,-0.956982,0.00199966
0.156355,-0.957006,0.00200534
0.156355,-0.957031,0.00199638
0.156355,-0.957055,0.00199789
0.156355,-0.957079,0.00199987
0.156355,-0.957104,0.00200081
0.156355,-0.957128,0.0020044
0.156355,-0.957153,0.00199555
0.156355,-0.957177,0.00200034
0.156355,-0.957202,0.00200065
0.156355,-0.957231,0.00238101
0.156355,-0.957264,0.00273262
0.156355,-0.957287,0.00189675
0.136328,-0.725483,0.00199404
0.126107,-0.619551,0.00243049
0.126107,-0.619571,0.00257049
0.126107,-0.619587,0.00199446
0.126107,-0.619603,0.00199982
0.126107,-0.619619,0.00199873
0.126107,-0.619635,0.00199987
0.126107,-0.619651,0.00200571
0.126107,-0.619667,0.00199602
0.126107,-0.619682,0.00199831
0.126107,-0.619698,0.00200008
0.126107,-0.619714,0.00200039
0.126107,-0.61973,0.00200456
0.126107,-0.619746,0.00199565
0.126107,-0.619762,0.00199987
0.126107,-0.619778,0.00200914
0.126107,-0.619794,0.00203904
0.126107,-0.61981,0.00195987
0.126107,-0.619826,0.00199576
0.126107,-0.619842,0.00199571
0.126107,-0.619857,0.00200175
0.108375,-0.455842,0.00200144
0.110263,-0.472117,0.00200977
0.110263,-0.472129,0.00198492
0.110263,-0.472141,0.00200253
0.110263,-0.472153,0.00199992
0.110263,-0.472165,0.00200018
0.110263,-0.472177,0.0020055
0.110263,-0.472189,0.00199414
0.110263,-0.472202,0.00200039
0.110263,-0.472214,0.00199935
0.110263,-0.472226,0.00200024
0.110263,-0.472238,0.00200169
0.110263,-0.47225,0.00200722
0.110263,-0.472262,0.00194102
0.110263,-0.472274,0.00192795
0.110263,-0.472286,0.00199789
0.110263,-0.472298,0.00206367
0.110263,-0.47231,0.00193867
0.110263,-0.472323,0.00211805
0.110263,-0.472335,0.00200248
0.110263,-0.472347,0.00200237
0.110263,-0.47236,0.00200539
0.129865,-0.658181,0.0020006
0.129865,-0.658196,0.00186993
0.129865,-0.658213,0.00199883
0.129865,-0.658234,0.00251653
0.129865,-0.658255,0.00248159
0.129865,-0.658272,0.00199826
0.129865,-0.658289,0.00199956
0.129865,-0.65831,0.0025058
0.129865,-0.658332,0.00263903
0.129865,-0.658348,0.00186425
0.129865,-0.658365,0.00199487
0.129865,-0.658382,0.00199873
